BD,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,MA10,MA11,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,MD9,MD10,MD11,MD12,MD13,MD14,MD15,MD16,MD17,MD18,MD19,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,IDMAP_1,IPCA_1,LAMP_1,LMDS_1,MDS_1,PBC_1,TSNE_1,UMAP_1
gaussian-10d-10c-no6,tabular,2161,10,0.9,0.0,0.01758,0.0,0.0,0.18055,0.0629,-0.2373,0.44541,0.01609,0.12686,-0.34038,3.09872,0.00394,0.04228,0.08577,0.1905,0.33011,0.25161,0.08132,0.01311,0.0013,0.00005,0.69863,0.24565,0.05449,0.00123,5.0,8.0,3.0,7.0,4.0,6.0,1.0,2.0,5.0,8.0,3.0,7.0,4.0,6.0,1.0,2.0
gaussian-10d-10c-no7,tabular,3222,10,0.9,0.0,0.02079,0.0,0.0,0.15169,-0.15894,-0.22393,0.44042,0.01494,0.12222,-0.25355,3.1244,0.00307,0.03781,0.08383,0.21749,0.34297,0.22791,0.0745,0.01159,0.0008,0.00002,0.69941,0.24456,0.05462,0.00141,3.0,8.0,4.0,7.0,5.0,6.0,1.0,2.0,3.0,8.0,4.0,7.0,5.0,6.0,1.0,2.0
gaussian-10d-10c-no8,tabular,2666,10,0.9,0.0,0.01913,0.0,0.0,0.18134,0.02413,-0.2508,0.43016,0.01556,0.12475,-0.2012,2.98105,0.00383,0.04377,0.0989,0.23649,0.32527,0.21259,0.06806,0.01033,0.00074,0.00002,0.69131,0.2557,0.05206,0.00093,3.5,8.0,5.5,7.0,3.5,5.5,1.0,2.0,3.5,8.0,5.5,7.0,3.5,5.5,1.0,2.0
gaussian-10d-10c-no9,tabular,2691,10,0.9,0.0,0.02676,0.0,0.0,0.1899,-0.10399,-0.05014,0.4273,0.01665,0.12904,-0.21506,2.97779,0.00574,0.05194,0.09986,0.23378,0.31887,0.20795,0.06911,0.01176,0.00096,0.00003,0.69268,253.0,0.05354,0.00078,3.0,8.0,5.0,7.0,4.0,6.0,1.0,2.0,3.0,8.0,5.0,7.0,4.0,6.0,1.0,2.0
gaussian-10d-20c-no0,tabular,1013,10,0.9,0.0,0.01579,0.0,0.0,0.17897,-0.05893,-0.78961,0.50793,0.02233,0.14943,-0.75515,3.91279,0.0173,0.04228,0.02209,0.10062,0.2435,0.31269,0.18853,0.06212,0.01033,0.00054,743.0,0.18672,0.06722,0.00306,5.0,8.0,4.0,7.0,3.0,6.0,1.5,1.5,5.0,8.0,4.0,7.0,3.0,6.0,1.5,1.5
gaussian-10d-20c-no1,tabular,904,10,0.9,0.0,0.0,0.0,0.0,0.21735,-0.09408,-1.01712,0.51765,0.02295,0.15148,-0.91042,3.85654,0.01449,0.05012,0.01889,0.09103,0.2068,0.30675,0.23588,0.06944,0.00648,0.00012,0.7418,0.18694,0.06867,0.00258,6.0,7.0,3.0,8.0,4.0,5.0,1.5,1.5,6.0,7.0,3.0,8.0,4.0,5.0,1.5,1.5
gaussian-10d-20c-no2,tabular,1164,10,0.8,0.0,0.0043,0.0,0.0,0.19164,-0.0567,-0.8347,0.53197,0.02328,0.15258,-0.84527,3.82684,0.01051,0.04434,0.0289,0.06829,0.19653,302,0.24377,0.09186,0.01317,0.00062,0.73658,0.19593,64,0.0035,6.0,8.0,4.0,7.0,3.0,5.0,1.0,2.0,6.0,8.0,4.0,7.0,3.0,5.0,1.0,2.0
gaussian-10d-20c-no3,tabular,1201,10,0.9,0.0,0.00916,0.0,0.0,0.14808,0.07311,-0.83303,0.54893,0.02192,0.14806,-0.89306,4.07078,0.00716,0.03858,0.02116,0.05979,0.17941,0.29607,0.27124,0.10924,0.01678,0.00058,0.73988,0.19782,0.05374,0.00856,6.0,8.0,5.0,7.0,3.0,4.0,2.0,1.0,6.0,8.0,5.0,7.0,3.0,4.0,2.0,1.0
gaussian-10d-20c-no4,tabular,1228,10,0.8,0.0,0.00407,0.0,0.0,0.16676,-0.08171,-0.76442,0.51352,0.02143,0.14639,-0.73632,3692.0,0.00991,0.04195,0.02915,0.09912,0.22842,0.30494,0.21415,0.06383,0.00833,0.00021,0.72872,0.20711,0.06099,0.00318,5.0,8.0,4.0,7.0,3.0,6.0,1.0,2.0,5.0,8.0,4.0,7.0,3.0,6.0,1.0,2.0
gaussian-10d-20c-no5,tabular,1248,10,0.9,0.0,0.0024,0.0,0.0,0.16458,0.03021,-0.8966,0.51484,0.02052,0.14324,-0.8216,3954.0,0.00945,0.04447,0.02156,0.09122,0.23096,0.32501,0.21027,0.0599,0.00698,0.00018,0.73924,0.1939,0.06194,0.00492,5.0,8.0,4.0,7.0,3.0,6.0,1.5,1.5,5.0,8.0,4.0,7.0,3.0,6.0,1.5,1.5
gaussian-10d-20c-no6,tabular,1279,10,0.9,0.0,0.00235,0.0,0.0,0.19179,-0.10467,-0.73329,0.54082,0.02294,0.15146,-757,3.71676,0.00659,0.0403,0.02825,0.07015,0.18729,0.30029,0.23898,0.10918,0.01829,0.00068,0.72412,0.21309,0.05912,0.00366,6.0,8.0,3.5,7.0,3.5,5.0,1.0,2.0,6.0,8.0,3.5,7.0,3.5,5.0,1.0,2.0
gaussian-10d-20c-no7,tabular,1082,10,0.9,0.0,0.01386,0.0,0.0,0.15955,-0.01174,-0.81684,0.43995,0.01637,0.12796,-0.57807,4.03104,0.02094,0.03969,0.04339,0.22046,0.3647,0.22793,0.06846,0.01284,0.00142,0.00018,0.75039,0.17626,0.0689,0.00445,5.0,8.0,4.0,7.0,2.0,6.0,1.0,3.0,5.0,8.0,4.0,7.0,2.0,6.0,1.0,3.0
gaussian-10d-20c-no8,tabular,1284,10,0.9,0.0,0.00156,0.0,0.0,0.17672,-0.00092,-0.87052,0.50119,0.0201,0.14177,-0.72027,3.7885,0.01186,0.03962,0.02854,0.11366,0.2575,0.30804,0.18649,0.04928,0.00473,0.00028,0.73053,0.20632,0.05828,0.00487,6.0,7.0,3.0,8.0,4.0,5.0,1.0,2.0,6.0,7.0,3.0,8.0,4.0,5.0,1.0,2.0
gaussian-10d-20c-no9,tabular,1316,10,0.9,0.0,0.00076,0.0,0.0,0.20184,-0.1261,-0.86792,0.51623,0.02192,0.14804,-0.60704,3.78974,0.0106,0.03999,0.02522,0.09465,0.24237,0.31055,0.18819,0.07114,0.01637,0.0009,0.73557,0.19585,0.06541,0.00317,7.0,8.0,3.0,6.0,4.0,5.0,1.5,1.5,7.0,8.0,3.0,6.0,4.0,5.0,1.5,1.5
gaussian-10d-40c-no0,tabular,1937,10,0.9,0.0,0.00155,0.0,0.0,0.12621,-0.05373,-0.95006,0.50968,0.01652,0.12854,-0.66368,4.21761,0.00851,0.02305,0.02043,0.11275,0.26931,0.33308,0.18353,0.0437,0.00529,0.00033,0.72916,0.22111,0.03368,0.01605,6.0,8.0,4.5,7.0,4.5,3.0,1.0,2.0,6.0,8.0,4.5,7.0,4.5,3.0,1.0,2.0
gaussian-10d-40c-no1,tabular,2289,10,0.9,0.0,0.0,0.0,0.0,0.12631,-0.00951,-0.95441,0.53011,0.01734,0.1317,-0.67004,3.99308,0.00543,0.02197,0.02189,0.09033,0.23001,0.32278,0.23117,0.06822,0.00783,0.00036,0.71895,0.23276,0.03467,0.01363,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0
gaussian-10d-40c-no2,tabular,2502,10,0.9,0.0,0.0016,0.0,0.0,0.1064,0.0096,-0.88142,0.48864,0.01446,0.12026,-0.60668,3.94192,0.00609,0.02232,0.02862,0.14648,0.30681,0.32266,0.14338,0.02247,0.00112,0.00003,0.71524,0.23837,0.03286,0.01354,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0
gaussian-10d-40c-no3,tabular,2268,10,0.9,0.0,0.00088,0.0,0.0,0.12182,-0.11074,-0.79911,0.45548,0.01467,0.12111,-0.40675,3.62341,0.00868,0.02499,0.05651,0.20446,0.34467,0.2552,0.09047,0.01415,0.00083,0.00005,0.71243,0.23475,0.04561,0.00721,6.0,8.0,4.0,7.0,3.0,5.0,2.0,1.0,6.0,8.0,4.0,7.0,3.0,5.0,2.0,1.0
gaussian-10d-40c-no4,tabular,2707,10,0.9,0.0,0.0,0.0,0.0,0.11901,-0.04111,-0.92329,0.48744,0.01501,0.1225,-0.48385,3.81862,0.00669,0.02076,0.03007,0.15389,0.31554,0.3008,0.14196,0.02849,0.00177,0.00003,0.71333,0.23896,0.03611,0.01161,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0
gaussian-10d-40c-no5,tabular,2355,10,0.9,0.0,0.0,0.0,0.0,0.13538,0.04674,-0.90257,0.54017,0.01659,0.1288,-0.69307,4.27404,0.00429,0.02212,0.01378,0.07304,0.22608,0.33479,0.23649,0.07934,0.00983,0.00023,0.72623,0.22673,0.03003,17,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0,7.0,8.0,4.0,6.0,3.0,5.0,2.0,1.0
gaussian-10d-40c-no6,tabular,2662,10,0.9,0.0,0.00902,0.0,0.0,0.14577,-0.0971,-0.88935,0.50229,0.01649,0.12842,-0.43918,3.80879,0.00553,0.02284,0.02839,0.12384,0.29882,0.30492,0.16364,0.04594,0.0058,0.00027,0.71926,0.22779,0.04317,0.00978,6.0,8.0,4.0,7.0,3.0,5.0,1.0,2.0,6.0,8.0,4.0,7.0,3.0,5.0,1.0,2.0
gaussian-10d-40c-no7,tabular,2160,10,0.9,0.0,0.0,0.0,0.0,0.13532,-0.05628,-0.94093,0.49027,0.01535,0.12391,-0.56231,3.84473,0.00616,0.02335,34,0.14064,0.29837,0.32174,0.1456,0.02771,0.00237,0.00007,0.71648,0.23371,0.03863,0.01119,6.0,8.0,4.0,7.0,3.0,5.0,2.0,1.0,6.0,8.0,4.0,7.0,3.0,5.0,2.0,1.0
gaussian-10d-40c-no8,tabular,2306,10,0.9,0.0,0.0,0.0,0.0,0.13115,0.02281,-0.93063,0.48678,0.01545,0.12428,-0.46139,3.8515,0.00696,0.02208,0.03233,0.15159,0.31569,0.30022,0.13899,0.02872,0.00331,0.00011,0.71776,0.23151,0.03973,0.01101,6.0,8.0,4.0,7.0,3.0,5.0,2.0,1.0,6.0,8.0,4.0,7.0,3.0,5.0,2.0,1.0
gaussian-10d-40c-no9,tabular,2369,10,0.9,0.0,0.0,0.0,0.0,0.11824,-0.06036,-0.94684,0.48467,0.0167,0.12923,-0.48232,3.55819,0.00803,0.02382,0.04196,0.15794,0.29274,0.29469,0.14688,0.03165,0.00225,0.00005,0.70835,0.24223,0.04197,0.00745,6.0,8.0,3.5,7.0,3.5,5.0,2.0,1.0,6.0,8.0,3.5,7.0,3.5,5.0,2.0,1.0
gaussian-10d-4c-no0,tabular,1289,10,0.8,0.0,0.17068,0.0,0.0,0.28612,-0.2251,0.12927,0.41167,0.02529,0.15904,-0.32169,2.1109,0.01449,0.12674,0.14346,0.11411,0.25357,0.25187,0.08433,0.01073,0.00067,0.00004,0.62318,0.36048,0.01629,0.00005,4.0,6.0,3.0,8.0,7.0,5.0,1.0,2.0,4.0,6.0,3.0,8.0,7.0,5.0,1.0,2.0
gaussian-10d-4c-no1,tabular,958,10,0.8,0.0,0.1357,0.0,0.0,0.24343,0.20381,0.45001,0.41463,0.02275,0.15084,-0.21473,2.34896,0.01006,0.10129,0.13438,0.17362,0.2639,0.21656,0.08535,0.01366,0.00113,0.00005,0.64125,0.33205,0.02651,0.00018,4.0,8.0,3.0,7.0,5.0,6.0,1.0,2.0,4.0,8.0,3.0,7.0,5.0,6.0,1.0,2.0
gaussian-10d-4c-no2,tabular,838,10,0.9,0.0,0.05251,0.0,0.0,0.25377,-0.15533,0.00046,0.4091,0.01682,0.1297,-0.11922,2.66197,0.00417,0.06206,0.14862,0.23093,0.30235,0.19182,0.05143,0.00772,0.00087,0.00003,665.0,0.2953,0.03876,0.00094,3.0,8.0,4.0,7.0,5.0,6.0,1.0,2.0,3.0,8.0,4.0,7.0,5.0,6.0,1.0,2.0
gaussian-10d-4c-no3,tabular,1318,10,0.9,0.0,0.12595,0.0,0.0,0.20208,-0.31148,0.37438,0.45334,0.02472,0.15721,-0.16961,2.32838,0.00439,0.06285,0.12763,0.16547,0.21806,0.23182,0.14534,0.0401,0.00417,0.00017,0.64212,0.32996,0.02785,0.00007,5.0,8.0,3.0,7.0,4.0,6.0,1.0,2.0,5.0,8.0,3.0,7.0,4.0,6.0,1.0,2.0
gaussian-10d-4c-no4,tabular,933,10,0.8,0.0,0.02572,0.0,0.0,0.28584,0.13645,0.03368,0.38475,0.0193,0.13891,-0.14766,2.41811,0.01261,0.11012,0.15971,0.21908,0.2843,0.16776,0.04063,0.00527,0.00048,0.00003,0.64483,0.32582,0.02886,0.00049,4.0,8.0,3.0,5.5,7.0,5.5,1.0,2.0,4.0,8.0,3.0,5.5,7.0,5.5,1.0,2.0
gaussian-10d-4c-no5,tabular,1139,10,0.9,0.0,0.11677,0.0,0.0,0.24836,-0.0519,0.35905,0.44482,0.02511,0.15845,-0.12262,2.29443,0.00501,0.0698,0.13769,0.16976,0.21648,0.22543,0.13461,0.03686,0.00417,0.00019,0.6381,0.33613,0.02568,0.00008,4.0,8.0,3.0,7.0,6.0,5.0,1.0,2.0,4.0,8.0,3.0,7.0,6.0,5.0,1.0,2.0
gaussian-10d-4c-no6,tabular,977,10,0.9,0.0,0.11054,0.0,0.0,0.22976,0.19066,0.27182,0.45761,0.02545,0.15952,-0.35999,2.27699,0.00564,0.07092,0.13279,0.12473,0.19599,0.27665,0.15812,0.03237,0.0027,0.00009,0.63934,0.33399,0.02665,0.00002,3.0,8.0,4.0,7.0,5.0,6.0,1.0,2.0,3.0,8.0,4.0,7.0,5.0,6.0,1.0,2.0
gaussian-10d-4c-no7,tabular,1482,10,0.8,0.0,0.08772,0.0,0.0,0.2848,-0.15599,-0.3047,0.43383,0.02385,0.15442,-0.40112,2.35907,0.00975,0.09647,0.11917,0.13034,0.25322,0.26491,0.10909,0.01605,0.00097,0.00004,0.64593,0.32487,0.02916,0.00004,3.0,6.0,4.0,7.0,5.0,8.0,1.0,2.0,3.0,6.0,4.0,7.0,5.0,8.0,1.0,2.0
gaussian-10d-4c-no8,tabular,966,10,0.9,0.0,0.13354,0.0,0.0,0.19222,0.08543,0.47234,0.46042,0.02505,0.15828,-0.35816,2.44674,0.00691,0.06974,0.11349,0.13192,0.21625,0.26815,0.15317,0.03594,0.00422,0.00021,0.65491,0.31016,0.03489,0.00004,3.5,8.0,3.5,6.0,5.0,7.0,1.0,2.0,3.5,8.0,3.5,6.0,5.0,7.0,1.0,2.0
gaussian-10d-4c-no9,tabular,1183,10,0.9,0.0,0.03719,0.0,0.0,0.22956,0.17438,-0.16341,0.43347,0.01937,0.13916,-0.30312,2.50577,0.00428,0.06187,0.13068,0.17006,0.27901,0.2528,0.08834,0.01211,0.0008,0.00003,0.65688,0.30702,0.03593,0.00017,3.0,7.0,5.0,7.0,4.0,7.0,1.0,2.0,3.0,7.0,5.0,7.0,4.0,7.0,1.0,2.0
german,tabular,1000,20,0.05,0.0,377.0,1.7412,0.01939,0.0,1.9467,4.26516,0.56999,0.01271,0.11272,-0.18181,2.97632,0.00003,0.00082,0.01098,0.05868,0.19171,0.33043,0.28504,0.10703,0.01475,0.00052,0.68107,0.27357,0.04281,0.00256,6.0,8.0,4.5,7.0,2.0,3.0,1.0,4.5,6.0,8.0,4.5,7.0,2.0,3.0,1.0,4.5
glass,tabular,214,9,0.55556,0.20353,0.21495,0.0,0.0,0.2277,1.6413,9.65023,0.29016,0.02862,0.16918,0.45633,2.38071,0.13703,0.23571,0.19437,0.11272,0.20096,0.08104,0.0269,0.00965,0.00158,0.00004,0.62933,0.3418,0.02672,0.00215,1.5,8.0,4.0,7.0,5.0,6.0,1.5,3.0,1.5,8.0,4.0,7.0,5.0,6.0,1.5,3.0
har,tabular,735,561,0.10695,0.00013,0.43946,0.0,0.0,422.0,1.5221,10007.0,0.22041,0.03387,0.18403,0.8079,2.45862,0.5,0.03678,0.16278,0.07538,0.11804,0.08267,0.01857,0.0049,0.00014,0.00074,0.77223,0.19628,0.02965,0.00184,2.5,8.0,4.0,7.0,5.5,5.5,1.0,2.5,2.5,8.0,4.0,7.0,5.5,5.5,1.0,2.5
hatespeech,texto,3221,100,0.85,0.97012,0.11456,0.0,0.0,0.01408,8.48785,82.0401,0.55551,0.17912,0.42323,-0.10362,1.14941,0.3503,0.02139,0.05597,0.03301,0.01183,0.00936,0.00458,0.05655,0.03614,0.42086,0.29492,0.70508,0.0,0.0,3.0,8.0,6.0,7.0,5.0,4.0,2.0,1.0,3.0,8.0,6.0,7.0,5.0,4.0,2.0,1.0
heart,tabular,270,13,0.23077,249,0.22222,1.90042,0.05723,0.13183,0.63607,2.12157,0.58056,0.02141,0.14633,-0.55834,3.41794,0.00226,0.01506,0.02679,0.06625,0.14013,0.26713,0.27275,0.16453,0.04142,0.00366,0.67818,0.27275,0.04232,0.00675,3.5,2.0,7.0,8.0,5.0,6.0,1.0,3.5,3.5,2.0,7.0,8.0,5.0,6.0,1.0,3.5
heart-h,tabular,294,13,0.15385,0.25589,0.27551,1.87148,0.06623,0.1338,0.53544,2.26003,0.49168,0.03123,0.17672,-0.40267,2.67046,0.01402,0.07669,0.07567,0.07894,0.2406,0.21711,0.19702,0.07776,0.01976,0.00244,0.66061,0.29581,0.04358,0.0,4.0,7.0,3.0,6.0,1.0,8.0,2.0,5.0,4.0,7.0,3.0,6.0,1.0,8.0,2.0,5.0
heart-long-beach,tabular,200,13,0.30769,0.03308,0.21,2.09767,0.11772,0.0,0.56997,-0.98474,0.56019,0.02148,0.14657,-0.27736,2.89476,0.00106,0.00829,0.0406,0.09724,0.17246,0.26523,0.24628,0.12889,0.03558,0.00437,0.67774,0.27528,0.04518,0.00181,3.0,6.5,6.5,8.0,3.0,3.0,1.0,5.0,3.0,6.5,6.5,8.0,3.0,3.0,1.0,5.0
heart-switzerland,tabular,123,12,0.25,0.00678,0.2439,1.64831,0.08785,0.0713,-0.22575,-0.76404,0.49972,0.02168,0.14725,-0.07176,2.76018,0.0028,0.01759,0.07397,0.16313,0.22871,0.2607,0.16913,0.06517,0.01719,0.0016,0.67213,0.28509,0.04212,0.00067,3.0,7.5,6.0,7.5,1.0,5.0,2.0,4.0,3.0,7.5,6.0,7.5,1.0,5.0,2.0,4.0
hepatitis,tabular,155,19,0.15789,0.05705,0.33548,1.10702,0.08605,0.11272,1.06628,5.15151,0.44714,0.01649,0.12841,0.47591,4.35782,0.00436,0.01952,0.0801,0.24365,0.35844,0.20101,0.0486,0.02824,0.01349,0.0026,0.74328,0.1943,0.04969,0.01274,3.0,7.0,2.0,8.0,5.0,6.0,1.0,4.0,3.0,7.0,2.0,8.0,5.0,6.0,1.0,4.0
hill-valley,tabular,2424,100,0.01,0.0,0.17822,0.0,0.0,0.99378,3.13811,10.4542,0.11098,0.03365,0.18345,2.16699,7.41023,0.70547,0.09987,0.06182,0.03824,0.03301,0.02223,0.01983,0.00845,0.00751,0.00358,0.86512,0.06676,0.04248,0.02564,1.0,2.0,7.5,3.0,4.0,7.5,5.0,6.0,1.0,2.0,7.5,3.0,4.0,7.5,5.0,6.0
hiva,tabular,3076,1617,0.24304,0.9088,0.4987,0.33968,0.00879,0.0,0.0,0.0,0.30005,0.08719,0.29528,0.14196,1.19581,0.50001,0.00004,0.00067,0.01053,0.07237,0.19303,0.16838,0.04979,5,0.0002,0.75394,0.24579,0.00027,0.0,3.0,8.0,5.0,7.0,4.0,6.0,1.0,2.0,3.0,8.0,5.0,7.0,4.0,6.0,1.0,2.0
horse-colic,tabular,368,23,0.04348,0.22767,0.37772,2.14843,0.07267,0.10529,0.83722,1.96926,0.54454,0.01506,0.12274,0.05044,3.08876,0.0003,0.00169,0.02017,0.0971,0.23694,0.32455,0.21859,0.07855,0.01973,0.0024,0.68847,0.26368,0.04524,0.00261,2.0,6.0,7.0,8.0,4.5,4.5,1.0,3.0,2.0,6.0,7.0,8.0,4.5,4.5,1.0,3.0
house-votes-84,tabular,435,16,0.8125,0.05632,0.0,1.20006,0.17955,0.0,0.0,0.0,0.43518,0.01504,0.12263,0.06128,3.94036,0.00226,0.0373,0.07717,0.22219,0.3561,0.2357,0.0492,0.01146,0.00733,0.00129,0.72192,0.24091,0.02628,0.01088,3.0,6.0,4.0,7.5,7.5,5.0,1.0,2.0,3.0,6.0,4.0,7.5,7.5,5.0,1.0,2.0
imdb,texto,3250,700,0.82714,0.94132,0.24677,0.0,0.0,0.01498,6.58803,56.8371,0.94669,0.00164,0.04044,-1.27133,5.53605,0.0,0.0,0.0,0.0,0.0,0.00001,0.00019,0.00498,0.1218,0.87301,0.72144,0.23258,0.03374,0.01224,2.0,7.0,5.5,8.0,5.5,4.0,1.0,3.0,2.0,7.0,5.5,8.0,5.5,4.0,1.0,3.0
ionosphere,tabular,351,33,0.72727,0.09238,0.22507,0.49465,0.0,0.23827,-0.52136,0.21336,0.40888,0.02785,0.16688,-0.18813,2.36977,0.03793,0.10019,0.12891,0.17618,0.23632,0.19608,0.09817,0.02336,0.00274,0.00013,0.64459,0.32609,0.02919,0.00013,3.0,7.0,6.0,8.0,5.0,2.0,1.0,4.0,3.0,7.0,6.0,8.0,5.0,2.0,1.0,4.0
isolet,tabular,7797,617,0.28039,0.00356,0.47839,0.6894,0.14167,0.17411,0.4365,3.61927,0.51448,0.01316,0.11471,-0.04605,2.75443,0.00002,0.00174,0.03128,0.12913,0.28826,0.31271,0.18541,0.04754,0.00386,0.00005,0.67232,0.2845,0.04226,0.00092,5.0,8.0,3.0,7.0,6.0,4.0,1.0,2.0,5.0,8.0,3.0,7.0,6.0,4.0,1.0,2.0
kc1-binary,tabular,145,86,0.01163,0.19166,0.42759,2.60552,0.20338,0.27837,4.41317,29.2904,0.35052,0.02029,0.14246,0.95429,4.0842,0.00718,0.10316,0.3092,0.27969,0.15326,0.08937,0.03199,0.01667,0.00881,0.00067,0.71466,0.23956,0.03218,0.0136,2.0,8.0,4.5,7.0,3.0,6.0,1.0,4.5,2.0,8.0,4.5,7.0,3.0,6.0,1.0,4.5
kc1-top5,tabular,145,86,0.01163,0.19166,0.42759,2.60552,0.20338,0.27837,4.41317,29.2904,0.35052,0.02029,0.14246,0.95429,4.0842,0.00718,0.10316,0.3092,0.27969,0.15326,0.08937,0.03199,0.01667,0.00881,0.00067,0.71466,0.23956,0.03218,0.0136,2.0,6.0,4.0,7.0,3.0,8.0,1.0,5.0,2.0,6.0,4.0,7.0,3.0,8.0,1.0,5.0
kc3,tabular,458,39,0.02564,0.20171,0.36463,3.22522,0.32502,0.41042,2.57265,17.2822,0.25633,0.01768,0.13298,1.31464,7.08116,0.10692,0.20912,0.38324,0.19834,0.05422,0.02439,0.01522,0.00133,0.00285,0.00439,0.75027,0.20804,0.02987,0.01182,2.5,8.0,5.0,7.0,4.0,6.0,1.0,2.5,2.5,8.0,5.0,7.0,4.0,6.0,1.0,2.5
kdd_synthetic_control,tabular,600,61,0.45902,0.0,0.07833,0.0,2.58496,0.45565,0.03392,-0.56276,0.3524,0.0309,0.17579,0.4389,2.7824,0.06214,0.16101,0.18689,0.2087,0.18694,0.10332,0.05334,0.02666,0.00952,0.00149,0.66171,0.30216,0.03365,0.00247,4.0,6.0,3.0,8.0,7.0,5.0,1.0,2.0,4.0,6.0,3.0,8.0,7.0,5.0,1.0,2.0
KnuggetChase3,tabular,194,39,0.02564,0.08102,0.20103,3.09786,0.25611,0.48792,2.17841,8.8609,0.29107,0.01959,0.13996,1.69769,7.44867,0.0242,0.22023,0.39036,0.21398,0.06714,0.05069,0.0156,0.00315,0.00646,0.00817,0.78217,0.16922,0.03119,0.01741,4.5,8.0,3.0,6.0,2.0,7.0,1.0,4.5,4.5,8.0,3.0,6.0,2.0,7.0,1.0,4.5
kr-vs-kp,tabular,3196,36,0.66667,0.0,0.31696,0.59015,0.01682,0.0,0.0,0.0,0.57812,0.01332,0.11543,-0.37173,3.30098,0.00006,0.00148,0.01553,0.03187,0.21148,0.29667,0.31494,0.11078,0.01695,0.00025,0.67958,0.26094,0.0528,0.00668,6.5,8.0,3.0,6.5,2.0,5.0,1.0,4.0,6.5,8.0,3.0,6.5,2.0,5.0,1.0,4.0
KungChi3,tabular,123,39,0.02564,0.08881,0.25203,2.72149,0.28082,0.49014,1.86648,5.2844,0.32316,0.02779,0.16671,1.60958,6.02427,0.02292,0.18499,0.31841,0.26949,0.09823,0.03505,0.01679,0.01693,0.02732,0.00986,0.79755,0.14048,0.03052,0.03145,3.0,7.0,4.0,8.0,1.0,6.0,2.0,5.0,3.0,7.0,4.0,8.0,1.0,6.0,2.0,5.0
leaf,tabular,340,15,0.06667,0.0,0.39706,3.68686,0.0,0.05032,8.52717,112615.0,0.32221,0.02798,0.16726,0.55831,2.77594,0.06667,0.19351,0.23604,0.21268,0.12317,0.0942,0.05299,0.01737,0.00293,0.00043,0.65391,0.3106,0.03333,0.00215,2.0,7.0,4.5,8.0,4.5,6.0,1.0,3.0,2.0,7.0,4.5,8.0,4.5,6.0,1.0,3.0
letter-recognition,tabular,2000,16,0.75,0.02706,215.0,3.08408,0.04035,0.0,0.0,0.0,0.39703,0.0119,0.1091,0.2816,3.07043,0.00103,0.02414,0.16426,0.34206,0.2959,0.13354,0.03368,0.00491,0.00045,0.00004,0.68199,0.27428,0.04035,0.00338,3.5,8.0,2.0,7.0,5.0,6.0,1.0,3.5,3.5,8.0,2.0,7.0,5.0,6.0,1.0,3.5
liver,tabular,583,10,0.3,0.00069,0.38765,4.32295,0.13311,0.24114,3.26405,31.1781,0.39489,0.03762,0.19395,0.09185,1715.0,0.03161,0.17115,0.20501,0.12613,0.06147,0.24199,0.12705,0.02969,0.00538,0.00052,0.60255,0.38934,0.00809,0.00002,3.5,8.0,3.5,7.0,2.0,6.0,1.0,5.0,3.5,8.0,3.5,7.0,2.0,6.0,1.0,5.0
lp1_transform,tabular,88,90,0.1,0.08434,0.40909,3.78505,0.0,0.30231,-0.20914,10.6759,0.27161,0.0461,0.2147,0.81991,2.94649,0.26881,0.15961,0.21264,0.10763,0.06583,0.1092,0.03056,0.02534,0.01881,0.00157,0.61729,0.33699,0.04441,0.00131,1.0,4.0,5.0,8.0,2.0,7.0,3.0,6.0,1.0,4.0,5.0,8.0,2.0,7.0,3.0,6.0
lp2_transform,tabular,47,90,0.11111,0.03475,0.31915,3.45963,0.2638,0.21898,0.05788,4.27879,0.52056,0.02198,0.14827,0.62788,3.30883,0.00093,0.0,0.03978,0.17299,0.27475,0.26179,0.12303,0.07123,0.0407,0.0148,0.6864,0.26087,0.0481,0.00463,3.0,4.0,8.0,5.0,2.0,7.0,1.0,6.0,3.0,4.0,8.0,5.0,2.0,7.0,1.0,6.0
lp3_transform,tabular,47,90,0.11111,0.03475,0.31915,3.45963,0.2638,0.21898,0.05788,4.27879,0.52056,0.02198,0.14827,0.62788,3.30883,0.00093,0.0,0.03978,0.17299,0.27475,0.26179,0.12303,0.07123,0.0407,0.0148,0.6864,0.26087,0.0481,0.00463,3.0,5.0,6.0,8.0,2.0,4.0,1.0,7.0,3.0,5.0,6.0,8.0,2.0,4.0,1.0,7.0
